Number of Passengers,Travel Distance,Number of Stations,Travel Time,Seat Availability,journey_month,journey_dayofweek,days_before_journey,seat_pressure,route_length_per_stop,is_peak_or_holiday,Class of Travel,Quota,Source Station,Destination Station,Train Type,Special Considerations,Holiday or Peak Season,booking_urgency_bucket,Age of Passengers
3,839,18,20,461,7,6,244,0.0064935064935064,44.1578947368421,1,1AC,General,JU,BBS,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
5,646,4,10,92,8,1,244,0.053763440860215,129.2,0,2AC,Ladies,SC,SC,Shatabdi,Senior Citizen,No,early,Senior Citizen
5,672,13,33,362,3,0,244,0.0137741046831955,48.0,0,1AC,General,UMB,BCT,Shatabdi,Defense Quota,No,early,Senior Citizen
5,389,13,23,311,4,4,244,0.016025641025641,27.785714285714285,0,Sleeper,Tatkal,MMCT,MMCT,Shatabdi,Senior Citizen,No,early,Senior Citizen
1,858,19,6,233,3,5,244,0.0042735042735042,42.9,1,3AC,Tatkal,SC,JP,Shatabdi,Senior Citizen,Yes,early,Child
4,1305,5,17,9,9,4,244,0.4,217.5,1,3AC,Ladies,PNBE,GKP,Shatabdi,Senior Citizen,Yes,early,Adult
2,1021,14,42,156,10,3,244,0.0127388535031847,68.06666666666666,0,3AC,Premium Tatkal,HWH,UMB,Rajdhani,Senior Citizen,No,early,Adult
4,788,11,42,403,1,6,244,0.0099009900990099,65.66666666666667,1,2AC,General,UMB,MMCT,Rajdhani,Senior Citizen,Yes,early,Child
1,1603,7,43,413,2,5,244,0.002415458937198,200.375,0,Sleeper,Tatkal,KOAA,ADI,Superfast,Defense Quota,No,early,Adult
4,860,12,44,13,6,1,244,0.2857142857142857,66.15384615384616,1,1AC,Ladies,MAS,JU,Rajdhani,No_Special_Consideration,Yes,early,Adult
3,1052,13,31,22,1,0,244,0.1304347826086956,75.14285714285714,1,3AC,General,NJP,BSB,Superfast,Senior Citizen,Yes,early,Senior Citizen
3,625,10,35,28,4,3,244,0.1034482758620689,56.81818181818182,1,2AC,Premium Tatkal,LTT,MAS,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
1,1432,18,21,410,5,2,244,0.0024330900243309,75.36842105263158,0,3AC,Ladies,SC,LTT,Express,Defense Quota,No,early,Senior Citizen
3,172,18,32,401,12,2,244,0.0074626865671641,9.052631578947368,1,1AC,Ladies,BBS,PNBE,Express,Defense Quota,Yes,early,Child
1,1075,19,24,100,6,6,244,0.0099009900990099,53.75,0,2AC,Tatkal,BCT,MMCT,Express,No_Special_Consideration,No,early,Adult
3,323,6,11,44,4,1,244,0.0666666666666666,46.142857142857146,0,3AC,Premium Tatkal,CSMT,KOAA,Express,Defense Quota,No,early,Adult
1,1870,3,36,231,4,5,244,0.0043103448275862,467.5,1,3AC,Ladies,BSB,BBS,Rajdhani,No_Special_Consideration,Yes,early,Adult
5,865,18,21,459,2,6,244,0.0108695652173913,45.526315789473685,0,1AC,General,JU,UMB,Express,Senior Citizen,No,early,Child
5,1237,14,17,291,10,5,244,0.0171232876712328,82.46666666666667,0,1AC,Premium Tatkal,UMB,CSMT,Superfast,Defense Quota,No,early,Senior Citizen
5,1092,17,23,171,4,3,244,0.0290697674418604,60.666666666666664,1,Sleeper,General,ASR,HWH,Rajdhani,Senior Citizen,Yes,early,Child
5,513,2,18,217,11,2,244,0.0229357798165137,171.0,1,2AC,Premium Tatkal,SBC,BBS,Superfast,Defense Quota,Yes,early,Adult
3,132,9,4,321,2,1,244,0.0093167701863354,13.2,0,2AC,General,PNBE,NJP,Express,Defense Quota,No,early,Senior Citizen
5,1649,17,32,496,7,4,244,0.0100603621730382,91.61111111111111,1,3AC,Tatkal,BBS,BSB,Superfast,Senior Citizen,Yes,early,Child
2,644,6,8,407,1,4,244,0.0049019607843137,92.0,1,2AC,Premium Tatkal,BSB,GKP,Superfast,Defense Quota,Yes,early,Child
3,1327,4,26,412,2,0,244,0.0072639225181598,265.4,1,2AC,General,CSMT,SC,Express,No_Special_Consideration,Yes,early,Senior Citizen
2,204,4,25,122,12,5,244,0.016260162601626,40.8,0,3AC,General,BCT,BSB,Rajdhani,No_Special_Consideration,No,early,Adult
1,428,14,28,45,6,2,244,0.0217391304347826,28.533333333333335,1,1AC,Premium Tatkal,UMB,NJP,Superfast,No_Special_Consideration,Yes,early,Adult
4,289,8,31,88,3,4,244,0.0449438202247191,32.111111111111114,0,3AC,Ladies,GKP,SC,Shatabdi,Senior Citizen,No,early,Child
4,606,12,24,399,10,0,244,0.01,46.61538461538461,0,3AC,General,HWH,SBC,Shatabdi,Defense Quota,No,early,Adult
5,1180,5,16,449,2,2,244,0.0111111111111111,196.66666666666663,1,3AC,Ladies,UMB,MAS,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
1,883,2,9,129,1,1,244,0.0076923076923076,294.3333333333333,0,3AC,Tatkal,PNBE,JHS,Express,Defense Quota,No,early,Senior Citizen
4,179,13,34,427,8,4,244,0.0093457943925233,12.785714285714286,0,2AC,Tatkal,NJP,ADI,Express,No_Special_Consideration,No,early,Child
4,272,19,39,270,5,6,244,0.014760147601476,13.6,1,2AC,Premium Tatkal,SBC,LKO,Superfast,Senior Citizen,Yes,early,Child
2,928,7,17,9,1,3,244,0.2,116.0,0,Sleeper,Ladies,BSB,ASR,Rajdhani,No_Special_Consideration,No,early,Child
4,1436,7,2,110,12,5,244,0.036036036036036,179.5,1,1AC,Tatkal,SC,BSB,Shatabdi,Defense Quota,Yes,early,Senior Citizen
3,293,5,12,56,3,1,244,0.0526315789473684,48.833333333333336,0,2AC,Tatkal,SC,BBS,Express,No_Special_Consideration,No,early,Adult
1,388,6,41,152,1,1,244,0.0065359477124183,55.42857142857143,1,1AC,Ladies,SC,BCT,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
1,921,4,21,63,11,3,244,0.015625,184.2,0,3AC,Ladies,NDLS,BBS,Superfast,Defense Quota,No,early,Senior Citizen
1,1644,13,43,483,4,4,244,0.0020661157024793,117.42857142857144,1,3AC,Premium Tatkal,MAS,LKO,Rajdhani,Senior Citizen,Yes,early,Adult
1,1038,9,10,419,6,6,244,0.0023809523809523,103.8,0,Sleeper,Premium Tatkal,CSMT,JP,Shatabdi,Senior Citizen,No,early,Senior Citizen
4,676,3,16,34,3,1,244,0.1142857142857142,169.0,1,3AC,Tatkal,ASR,GKP,Shatabdi,Defense Quota,Yes,early,Senior Citizen
5,614,4,46,463,10,6,244,0.0107758620689655,122.8,0,3AC,Premium Tatkal,MMCT,LKO,Superfast,Senior Citizen,No,early,Senior Citizen
2,1713,2,41,180,10,2,244,0.011049723756906,571.0,0,3AC,Ladies,LKO,CNB,Express,No_Special_Consideration,No,early,Child
1,1685,12,12,61,8,4,244,0.0161290322580645,129.6153846153846,1,2AC,Ladies,UMB,HWH,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
3,559,18,18,275,11,4,244,0.0108695652173913,29.42105263157895,0,2AC,Premium Tatkal,SC,MAS,Shatabdi,Senior Citizen,No,early,Senior Citizen
5,1840,5,6,90,9,0,244,0.0549450549450549,306.6666666666667,0,1AC,Tatkal,MAS,HWH,Shatabdi,No_Special_Consideration,No,early,Child
5,1464,2,19,462,6,4,244,0.0107991360691144,488.0,1,3AC,Ladies,MMCT,CSMT,Rajdhani,Senior Citizen,Yes,early,Child
1,956,13,38,395,9,4,244,0.0025252525252525,68.28571428571429,0,2AC,Premium Tatkal,JU,LKO,Express,Senior Citizen,No,early,Adult
3,1842,16,41,143,6,0,244,0.0208333333333333,108.3529411764706,1,3AC,Ladies,SBC,JHS,Rajdhani,Defense Quota,Yes,early,Child
1,1838,12,44,102,7,6,244,0.0097087378640776,141.3846153846154,0,1AC,General,JHS,BSB,Rajdhani,No_Special_Consideration,No,early,Child
3,1280,3,26,327,4,6,244,0.0091463414634146,320.0,1,3AC,Tatkal,MMCT,JP,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
2,164,3,14,88,8,1,244,0.0224719101123595,41.0,0,3AC,Tatkal,UMB,JHS,Shatabdi,Senior Citizen,No,early,Child
5,1109,14,34,390,1,1,244,0.0127877237851662,73.93333333333334,0,2AC,Tatkal,CNB,KOAA,Rajdhani,Senior Citizen,No,early,Senior Citizen
2,1267,16,14,285,2,5,244,0.0069930069930069,74.52941176470588,1,Sleeper,General,MAS,JU,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
2,853,14,28,280,12,2,244,0.0071174377224199,56.86666666666667,1,2AC,Tatkal,ADI,NDLS,Shatabdi,Defense Quota,Yes,early,Adult
4,1157,12,39,104,7,5,244,0.0380952380952381,89.0,0,3AC,Tatkal,NJP,JU,Shatabdi,Senior Citizen,No,early,Child
1,336,5,37,226,1,4,244,0.0044052863436123,56.0,0,Sleeper,Tatkal,BBS,BBS,Shatabdi,No_Special_Consideration,No,early,Child
5,1251,19,30,342,5,2,244,0.0145772594752186,62.55,1,2AC,Ladies,PNBE,HWH,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
3,272,13,42,20,1,4,244,0.1428571428571428,19.428571428571427,1,1AC,Premium Tatkal,PNBE,BCT,Shatabdi,Senior Citizen,Yes,early,Senior Citizen
3,92,12,21,11,2,0,244,0.25,7.076923076923077,0,3AC,General,CSMT,GKP,Express,No_Special_Consideration,No,early,Senior Citizen
4,534,2,17,13,12,1,244,0.2857142857142857,178.0,0,3AC,Ladies,SC,JHS,Shatabdi,No_Special_Consideration,No,early,Child
1,1700,8,16,125,11,3,244,0.0079365079365079,188.88888888888889,0,3AC,Premium Tatkal,MAS,BSB,Rajdhani,Defense Quota,No,early,Senior Citizen
2,801,3,11,158,9,5,244,0.0125786163522012,200.25,1,3AC,Tatkal,NJP,ADI,Shatabdi,Defense Quota,Yes,early,Adult
1,246,16,39,129,8,4,244,0.0076923076923076,14.470588235294118,0,Sleeper,Tatkal,UMB,SBC,Superfast,Senior Citizen,No,early,Child
5,584,18,47,45,12,1,244,0.108695652173913,30.73684210526316,1,1AC,Ladies,BCT,SBC,Shatabdi,Defense Quota,Yes,early,Child
5,1533,10,15,82,11,6,244,0.0602409638554216,139.36363636363637,0,1AC,Ladies,NDLS,JHS,Shatabdi,Senior Citizen,No,early,Child
4,1356,7,35,157,1,6,244,0.0253164556962025,169.5,0,1AC,Premium Tatkal,SC,PNBE,Rajdhani,Defense Quota,No,early,Child
1,1636,7,7,14,2,2,244,0.0666666666666666,204.5,1,3AC,Tatkal,SC,BBS,Shatabdi,Defense Quota,Yes,early,Senior Citizen
2,352,7,9,127,11,0,244,0.015625,44.0,0,1AC,Premium Tatkal,JHS,HWH,Superfast,Senior Citizen,No,early,Senior Citizen
1,1538,19,39,395,2,2,244,0.0025252525252525,76.9,1,Sleeper,Tatkal,BCT,JHS,Rajdhani,Defense Quota,Yes,early,Adult
5,1254,7,11,298,9,1,244,0.0167224080267558,156.75,1,1AC,Premium Tatkal,ASR,JU,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
4,214,10,31,460,4,2,244,0.0086767895878524,19.454545454545453,0,1AC,Ladies,ASR,NJP,Rajdhani,No_Special_Consideration,No,early,Adult
5,560,4,14,214,9,0,244,0.0232558139534883,112.0,1,3AC,General,JP,LTT,Superfast,No_Special_Consideration,Yes,early,Adult
2,247,14,10,491,1,2,244,0.0040650406504065,16.466666666666665,0,Sleeper,Premium Tatkal,SC,SBC,Rajdhani,No_Special_Consideration,No,early,Adult
1,1007,3,9,496,7,2,244,0.0020120724346076,251.75,1,3AC,Tatkal,BBS,MAS,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
2,1260,15,17,370,7,0,244,0.0053908355795148,78.75,1,Sleeper,Ladies,LTT,SBC,Shatabdi,Defense Quota,Yes,early,Senior Citizen
1,1859,13,23,374,11,6,244,0.0026666666666666,132.78571428571428,0,1AC,Tatkal,HWH,JP,Rajdhani,Defense Quota,No,early,Child
4,996,8,6,444,8,0,244,0.0089887640449438,110.66666666666669,0,Sleeper,General,CSMT,MAS,Rajdhani,Defense Quota,No,early,Child
5,86,16,44,80,1,1,244,0.0617283950617283,5.0588235294117645,1,3AC,Premium Tatkal,NDLS,NJP,Superfast,No_Special_Consideration,Yes,early,Child
1,558,9,21,30,7,1,244,0.032258064516129,55.8,1,1AC,General,KOAA,PNBE,Express,Defense Quota,Yes,early,Senior Citizen
5,1609,11,24,192,6,4,244,0.0259067357512953,134.08333333333334,0,Sleeper,Premium Tatkal,LKO,CSMT,Superfast,Defense Quota,No,early,Adult
1,337,9,36,121,1,6,244,0.0081967213114754,33.7,1,Sleeper,Premium Tatkal,MMCT,ASR,Express,Senior Citizen,Yes,early,Child
3,1447,3,31,39,1,0,244,0.075,361.75,1,1AC,General,CSMT,JU,Rajdhani,Senior Citizen,Yes,early,Child
2,84,10,31,155,12,2,244,0.0128205128205128,7.636363636363637,1,3AC,General,LKO,NDLS,Superfast,Defense Quota,Yes,early,Adult
3,478,15,25,178,2,2,244,0.0167597765363128,29.875,0,3AC,General,ASR,BSB,Express,Defense Quota,No,early,Child
1,1723,8,25,152,10,2,244,0.0065359477124183,191.44444444444449,1,2AC,Ladies,CSMT,JP,Shatabdi,No_Special_Consideration,Yes,early,Adult
4,1037,5,40,436,4,5,244,0.0091533180778032,172.83333333333334,0,3AC,General,BBS,MAS,Superfast,Defense Quota,No,early,Adult
4,1168,7,8,290,9,0,244,0.0137457044673539,146.0,1,1AC,Premium Tatkal,CNB,UMB,Express,Senior Citizen,Yes,early,Child
5,1519,15,25,258,2,6,244,0.0193050193050193,94.9375,1,Sleeper,Ladies,GKP,NDLS,Shatabdi,Defense Quota,Yes,early,Senior Citizen
3,1812,2,4,82,1,6,244,0.036144578313253,604.0,1,3AC,General,SBC,ADI,Shatabdi,Senior Citizen,Yes,early,Child
5,1183,19,45,36,3,0,244,0.1351351351351351,59.15,0,Sleeper,Premium Tatkal,HWH,NJP,Rajdhani,Senior Citizen,No,early,Adult
2,1683,6,41,60,12,6,244,0.0327868852459016,240.42857142857144,0,Sleeper,Premium Tatkal,CSMT,BSB,Superfast,No_Special_Consideration,No,early,Adult
4,1435,18,6,420,9,6,244,0.009501187648456,75.52631578947368,1,1AC,Tatkal,PNBE,LKO,Rajdhani,Defense Quota,Yes,early,Senior Citizen
1,750,7,18,275,4,0,244,0.0036231884057971,93.75,1,2AC,Ladies,NDLS,JU,Rajdhani,Defense Quota,Yes,early,Senior Citizen
3,1557,11,44,256,12,1,244,0.0116731517509727,129.75,1,Sleeper,General,UMB,LKO,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
3,1837,7,45,156,11,5,244,0.019108280254777,229.625,1,1AC,Premium Tatkal,PNBE,GKP,Shatabdi,Defense Quota,Yes,early,Adult
1,696,13,39,493,8,5,244,0.0020242914979757,49.714285714285715,1,1AC,Ladies,ADI,HWH,Shatabdi,No_Special_Consideration,Yes,early,Child
4,1341,4,12,0,12,6,244,4.0,268.2,0,3AC,Premium Tatkal,ADI,JHS,Rajdhani,No_Special_Consideration,No,early,Senior Citizen
4,265,10,32,411,3,5,244,0.0097087378640776,24.09090909090909,0,3AC,Premium Tatkal,LKO,SBC,Express,Senior Citizen,No,early,Senior Citizen
1,494,6,4,42,10,2,244,0.0232558139534883,70.57142857142857,1,Sleeper,Ladies,UMB,BSB,Rajdhani,Defense Quota,Yes,early,Senior Citizen
2,1027,15,19,125,5,3,244,0.0158730158730158,64.1875,0,2AC,Ladies,JU,JHS,Superfast,Senior Citizen,No,early,Adult
4,250,15,38,30,12,5,244,0.1290322580645161,15.625,1,Sleeper,Premium Tatkal,SBC,LKO,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
3,1118,13,23,499,12,3,244,0.006,79.85714285714286,1,Sleeper,General,JU,BBS,Rajdhani,Senior Citizen,Yes,early,Adult
3,593,14,27,221,5,5,244,0.0135135135135135,39.53333333333333,1,3AC,Tatkal,JP,ASR,Express,Defense Quota,Yes,early,Senior Citizen
4,1879,2,38,82,11,6,244,0.0481927710843373,626.3333333333334,1,3AC,Ladies,BCT,BSB,Express,Senior Citizen,Yes,early,Senior Citizen
2,752,9,17,11,8,0,244,0.1666666666666666,75.2,1,Sleeper,General,JHS,HWH,Shatabdi,No_Special_Consideration,Yes,early,Adult
4,508,10,36,181,12,0,244,0.0219780219780219,46.18181818181818,0,2AC,Ladies,CSMT,LKO,Express,Defense Quota,No,early,Adult
5,455,16,33,181,9,6,244,0.0274725274725274,26.764705882352946,1,1AC,General,GKP,NJP,Rajdhani,Defense Quota,Yes,early,Adult
5,171,5,15,109,8,0,244,0.0454545454545454,28.5,0,2AC,Premium Tatkal,JHS,SC,Express,No_Special_Consideration,No,early,Adult
3,1262,10,19,369,4,2,244,0.0081081081081081,114.72727272727272,0,3AC,Ladies,CSMT,NJP,Express,Defense Quota,No,early,Child
2,1350,8,43,140,9,5,244,0.0141843971631205,150.0,1,1AC,Ladies,JU,LKO,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
1,817,6,13,26,4,4,244,0.037037037037037,116.71428571428572,0,2AC,General,KOAA,LKO,Shatabdi,No_Special_Consideration,No,early,Child
3,1670,6,27,192,12,3,244,0.0155440414507772,238.57142857142856,0,3AC,Ladies,PNBE,KOAA,Rajdhani,Senior Citizen,No,early,Child
4,133,17,15,224,10,4,244,0.0177777777777777,7.388888888888889,0,Sleeper,Tatkal,JP,NDLS,Rajdhani,Defense Quota,No,early,Senior Citizen
5,1781,8,2,490,2,3,244,0.010183299389002,197.88888888888889,0,1AC,General,HWH,CNB,Shatabdi,Senior Citizen,No,early,Senior Citizen
3,1870,5,3,317,11,0,244,0.0094339622641509,311.6666666666667,1,2AC,Premium Tatkal,ADI,KOAA,Shatabdi,No_Special_Consideration,Yes,early,Child
5,559,7,35,361,12,1,244,0.0138121546961325,69.875,1,1AC,General,ASR,MMCT,Rajdhani,Defense Quota,Yes,early,Child
3,214,11,36,479,10,1,244,0.00625,17.833333333333332,1,3AC,Tatkal,MAS,LKO,Rajdhani,Senior Citizen,Yes,early,Child
4,905,6,8,203,11,0,244,0.0196078431372549,129.28571428571428,0,2AC,Tatkal,ASR,NJP,Express,Senior Citizen,No,early,Child
5,616,7,11,115,3,5,244,0.043103448275862,77.0,1,Sleeper,General,JU,JU,Rajdhani,Senior Citizen,Yes,early,Child
5,555,2,34,494,2,5,244,0.0101010101010101,185.0,0,Sleeper,Tatkal,ADI,UMB,Superfast,Senior Citizen,No,early,Senior Citizen
4,1077,16,4,197,1,1,244,0.0202020202020202,63.35294117647059,0,2AC,Ladies,PNBE,JU,Superfast,Senior Citizen,No,early,Adult
2,662,14,42,367,4,4,244,0.0054347826086956,44.13333333333333,0,1AC,Tatkal,MAS,PNBE,Rajdhani,Defense Quota,No,early,Child
3,1307,18,34,151,1,6,244,0.0197368421052631,68.78947368421052,1,2AC,Ladies,JHS,GKP,Rajdhani,No_Special_Consideration,Yes,early,Child
4,1083,6,7,384,12,3,244,0.0103896103896103,154.71428571428572,1,Sleeper,Premium Tatkal,ADI,ADI,Shatabdi,Senior Citizen,Yes,early,Adult
1,428,12,9,299,3,3,244,0.0033333333333333,32.92307692307692,0,3AC,General,ASR,JHS,Rajdhani,Senior Citizen,No,early,Adult
2,1644,15,44,482,7,0,244,0.0041407867494824,102.75,1,2AC,Ladies,JP,JU,Shatabdi,Defense Quota,Yes,early,Senior Citizen
3,308,4,18,195,10,6,244,0.0153061224489795,61.6,0,Sleeper,Tatkal,SC,BSB,Shatabdi,Senior Citizen,No,early,Senior Citizen
5,719,2,22,370,9,4,244,0.013477088948787,239.66666666666663,0,1AC,Premium Tatkal,CSMT,JP,Superfast,Defense Quota,No,early,Adult
4,1651,4,41,459,11,6,244,0.008695652173913,330.2,1,3AC,Premium Tatkal,LTT,PNBE,Shatabdi,Defense Quota,Yes,early,Adult
3,439,4,47,400,3,5,244,0.0074812967581047,87.8,0,3AC,Premium Tatkal,UMB,JU,Express,Defense Quota,No,early,Senior Citizen
3,485,9,24,52,12,1,244,0.0566037735849056,48.5,0,3AC,General,ADI,CNB,Rajdhani,Senior Citizen,No,early,Senior Citizen
2,390,18,22,482,6,3,244,0.0041407867494824,20.526315789473685,0,3AC,Premium Tatkal,LKO,BSB,Express,Senior Citizen,No,early,Adult
5,273,18,8,230,10,6,244,0.0216450216450216,14.36842105263158,1,3AC,Tatkal,CSMT,LKO,Rajdhani,Senior Citizen,Yes,early,Child
2,1702,17,38,275,6,4,244,0.0072463768115942,94.55555555555556,0,3AC,Premium Tatkal,CNB,LTT,Express,Defense Quota,No,early,Adult
2,341,15,13,10,3,1,244,0.1818181818181818,21.3125,1,2AC,General,HWH,CSMT,Express,Senior Citizen,Yes,early,Child
3,164,7,29,439,1,1,244,0.0068181818181818,20.5,0,2AC,Tatkal,KOAA,GKP,Express,No_Special_Consideration,No,early,Senior Citizen
1,1234,9,20,491,1,4,244,0.0020325203252032,123.4,0,2AC,General,CSMT,BBS,Superfast,Defense Quota,No,early,Child
4,1156,15,6,347,7,2,244,0.0114942528735632,72.25,0,1AC,Tatkal,MMCT,LKO,Rajdhani,No_Special_Consideration,No,early,Child
2,1371,19,30,290,1,0,244,0.0068728522336769,68.55,0,1AC,Tatkal,MAS,NDLS,Express,Defense Quota,No,early,Child
2,856,10,30,68,1,3,244,0.0289855072463768,77.81818181818181,0,1AC,Premium Tatkal,BSB,BBS,Superfast,Senior Citizen,No,early,Child
1,529,2,20,199,5,5,244,0.005,176.33333333333334,1,Sleeper,General,ASR,BSB,Express,Defense Quota,Yes,early,Adult
5,1222,5,43,71,4,2,244,0.0694444444444444,203.66666666666663,1,Sleeper,Tatkal,BSB,SC,Express,No_Special_Consideration,Yes,early,Child
1,1292,9,8,401,3,5,244,0.0024875621890547,129.2,1,Sleeper,Premium Tatkal,MMCT,KOAA,Shatabdi,No_Special_Consideration,Yes,early,Child
2,91,4,31,79,8,2,244,0.025,18.2,0,Sleeper,Tatkal,ADI,HWH,Superfast,Senior Citizen,No,early,Senior Citizen
4,1273,19,15,426,6,4,244,0.009367681498829,63.65,0,3AC,Ladies,JU,CNB,Rajdhani,Senior Citizen,No,early,Child
4,1355,2,22,351,2,4,244,0.0113636363636363,451.6666666666667,1,3AC,Premium Tatkal,JHS,HWH,Superfast,Defense Quota,Yes,early,Senior Citizen
1,1362,16,14,127,1,4,244,0.0078125,80.11764705882354,0,Sleeper,Premium Tatkal,CSMT,JU,Superfast,Senior Citizen,No,early,Child
3,299,17,38,322,7,6,244,0.0092879256965944,16.61111111111111,1,2AC,Premium Tatkal,BSB,UMB,Shatabdi,Senior Citizen,Yes,early,Senior Citizen
4,899,14,4,379,8,2,244,0.0105263157894736,59.93333333333333,0,2AC,Premium Tatkal,KOAA,UMB,Superfast,No_Special_Consideration,No,early,Senior Citizen
5,1874,6,2,465,10,5,244,0.0107296137339055,267.7142857142857,0,2AC,Tatkal,MAS,CSMT,Rajdhani,Senior Citizen,No,early,Adult
5,854,9,29,43,7,4,244,0.1136363636363636,85.4,1,Sleeper,Tatkal,HWH,CNB,Express,Senior Citizen,Yes,early,Child
1,1479,19,17,97,8,2,244,0.010204081632653,73.95,1,Sleeper,Ladies,LKO,CSMT,Superfast,Defense Quota,Yes,early,Child
3,1678,6,19,87,2,4,244,0.034090909090909,239.71428571428572,0,1AC,General,JU,HWH,Superfast,Defense Quota,No,early,Adult
2,1451,5,12,280,3,3,244,0.0071174377224199,241.83333333333337,1,3AC,Premium Tatkal,JU,GKP,Superfast,No_Special_Consideration,Yes,early,Child
1,1612,16,42,202,11,5,244,0.0049261083743842,94.82352941176472,0,1AC,Tatkal,BCT,GKP,Rajdhani,Senior Citizen,No,early,Child
4,966,12,11,227,12,0,244,0.0175438596491228,74.3076923076923,1,1AC,Ladies,JU,UMB,Rajdhani,Defense Quota,Yes,early,Adult
4,748,11,10,264,11,6,244,0.0150943396226415,62.333333333333336,0,2AC,Premium Tatkal,LTT,MAS,Express,Senior Citizen,No,early,Senior Citizen
1,339,5,36,59,6,0,244,0.0166666666666666,56.5,0,Sleeper,Tatkal,BBS,ADI,Shatabdi,Defense Quota,No,early,Adult
3,1693,8,24,273,5,2,244,0.010948905109489,188.11111111111111,1,1AC,Ladies,ASR,BBS,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
3,970,4,4,168,10,3,244,0.0177514792899408,194.0,0,2AC,General,CSMT,BBS,Express,No_Special_Consideration,No,early,Senior Citizen
1,674,17,2,194,6,3,244,0.0051282051282051,37.44444444444444,0,1AC,Tatkal,MAS,BSB,Rajdhani,No_Special_Consideration,No,early,Child
1,1425,11,30,445,1,2,244,0.0022421524663677,118.75,1,3AC,Tatkal,NJP,CNB,Rajdhani,Defense Quota,Yes,early,Adult
1,1092,14,18,125,11,5,244,0.0079365079365079,72.8,0,1AC,Premium Tatkal,GKP,JHS,Express,No_Special_Consideration,No,early,Child
1,1870,19,7,495,12,2,244,0.002016129032258,93.5,0,3AC,Premium Tatkal,MAS,SC,Express,No_Special_Consideration,No,early,Senior Citizen
4,1116,16,18,277,4,6,244,0.014388489208633,65.6470588235294,1,1AC,Ladies,PNBE,PNBE,Superfast,No_Special_Consideration,Yes,early,Child
1,1045,3,29,488,3,5,244,0.0020449897750511,261.25,1,Sleeper,General,NJP,GKP,Superfast,Defense Quota,Yes,early,Adult
1,1835,9,19,40,11,4,244,0.024390243902439,183.5,0,Sleeper,Ladies,CNB,CSMT,Superfast,No_Special_Consideration,No,early,Senior Citizen
2,1188,14,16,206,10,2,244,0.0096618357487922,79.2,1,Sleeper,Ladies,JHS,LKO,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
1,916,5,9,157,4,5,244,0.0063291139240506,152.66666666666666,1,Sleeper,General,KOAA,BSB,Shatabdi,No_Special_Consideration,Yes,early,Adult
3,1219,19,42,176,12,2,244,0.0169491525423728,60.95,0,2AC,Ladies,UMB,GKP,Superfast,Senior Citizen,No,early,Senior Citizen
4,1727,12,32,197,7,0,244,0.0202020202020202,132.84615384615384,1,3AC,Ladies,HWH,BSB,Rajdhani,Defense Quota,Yes,early,Adult
1,364,9,11,305,7,1,244,0.0032679738562091,36.4,0,1AC,Tatkal,MAS,HWH,Express,Senior Citizen,No,early,Child
2,1315,18,37,384,2,6,244,0.0051948051948051,69.21052631578948,0,1AC,General,MAS,UMB,Shatabdi,No_Special_Consideration,No,early,Child
4,1377,11,44,13,8,6,244,0.2857142857142857,114.75,1,1AC,General,BSB,JHS,Shatabdi,No_Special_Consideration,Yes,early,Child
1,1459,6,30,266,4,6,244,0.0037453183520599,208.42857142857144,1,3AC,General,NDLS,GKP,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
4,1719,17,4,149,11,0,244,0.0266666666666666,95.5,0,3AC,Premium Tatkal,CNB,JU,Superfast,No_Special_Consideration,No,early,Senior Citizen
1,915,11,46,323,3,2,244,0.0030864197530864,76.25,1,1AC,Ladies,BBS,CNB,Rajdhani,Defense Quota,Yes,early,Child
1,572,8,29,99,11,2,244,0.01,63.55555555555556,0,3AC,General,GKP,BSB,Superfast,Defense Quota,No,early,Senior Citizen
2,1028,14,33,313,10,0,244,0.0063694267515923,68.53333333333333,0,Sleeper,Ladies,UMB,MMCT,Rajdhani,Defense Quota,No,early,Senior Citizen
3,1784,16,17,449,1,4,244,0.0066666666666666,104.94117647058825,1,Sleeper,Tatkal,NDLS,HWH,Rajdhani,Defense Quota,Yes,early,Senior Citizen
5,1581,17,44,85,4,2,244,0.0581395348837209,87.83333333333333,1,2AC,Ladies,JU,KOAA,Shatabdi,Senior Citizen,Yes,early,Child
1,1506,12,34,110,6,6,244,0.009009009009009,115.84615384615384,0,3AC,General,KOAA,SBC,Shatabdi,Defense Quota,No,early,Senior Citizen
